,patent
2131,4924510
2132,5156785
2133,5411168
2134,5857106
2135,4686273
2136,5633455
2137,5690642
2138,4816476
2139,5354323
2140,5735934
2141,5219894
2142,5250382
2143,5124103
2144,4964888
2145,5064757
2146,5476479
2147,4070411
2148,5805477
2149,5606712
2150,6000773
2151,4581043
2152,5214688
2153,4292099
2154,5261023
2155,5376600
2156,4672040
2157,5354308
2158,5046505
2159,5508286
2160,5765002
2161,5406433
2162,4096289
2163,4890156
2164,4740533
2165,5868868
2166,6003012
2167,5929843
2168,4071667
2169,4853876
2170,5153286
2171,5920148
2172,5638057
2173,5723620
2174,5160725
2175,5626832
2176,5451164
2177,5429131
2178,4873039
2179,4761747
2180,5917891
2181,5819089
2182,5264063
2183,5948707
2184,5242616
2185,5338671
2186,5893850
2187,4322495
2188,5567347
2189,5159035
2190,4614482
2191,5995096
2192,4348739
2193,5574121
2194,4445927
2195,4368174
2196,6004578
2197,4827410
2198,5366786
2199,5740070
2200,5304190
2201,5534225
2202,5298339
2203,4460372
2204,5682721
2205,4208385
2206,5378570
2207,5222195
2208,5503636
2209,5782963
2210,4546167
2211,5378672
2212,5970469
2213,4922923
2214,4896671
2215,5559417
2216,5764918
2217,4908411
2218,4945920
2219,4526849
2220,4956277
2221,5131844
2222,5451209
2223,5643856
2224,4452722
2225,5670318
2226,5846976
2227,5504783
2228,4743290
2229,5888112
2230,5319736
2231,5594080
2232,5905374
2233,5231627
2234,4816653
2235,4636161
2236,5187045
2237,4508995
2238,5350729
2239,5488813
2240,5165018
2241,5132660
2242,4423214
2243,5496200
2244,5977966
2245,5853760
2246,4245029
2247,5662815
2248,5585452
2249,5667864
2250,4848342
2251,4881075
2252,4517342
2253,5235623
2254,5560532
2255,5814675
2256,5507781
2257,5334515
2258,5281462
2259,5822559
2260,4843289
2261,4028554
2262,5043249
2263,4960735
2264,5272117
2265,5007080
2266,5620649
2267,5018337
2268,4695681
2269,4507319
2270,5778133
2271,3999073
2272,5474683
2273,4717415
2274,5927973
2275,5845215
2276,5661292
2277,5627026
2278,5607917
2279,5610279
2280,5674342
2281,5214478
2282,4696286
2283,6002541
2284,4541048
2285,5122128
2286,5677706
2287,4861739
2288,5863665
2289,5884292
2290,3982564
2291,5947948
2292,5649918
2293,5525345
2294,4219024
2295,4135514
2296,5499385
2297,5540927
2298,5141522
2299,5953485
2300,4923470
2301,5653734
2302,5874623
2303,4064086
2304,4508996
2305,5863527
2306,5674950
2307,5964761
2308,4616005
2309,4016145
2310,5522831
2311,5435849
2312,5117451
2313,5964774
2314,5602071
2315,4831963
2316,5422469
2317,4448195
2318,5262530
2319,4741994
2320,5876928
2321,5752971
2322,5494622
2323,5073029
2324,4427674
2325,5989725
2326,5302499
2327,5781855
2328,4209188
2329,5822416
2330,5388083
2331,6002553
2332,5699797
2333,4512243
2334,5343869
2335,4587225
2336,5386156
2337,5114744
2338,5120323
2339,5828360
2340,4975366
2341,5422558
2342,5614358
2343,5545612
2344,5021322
2345,5648801
2346,5513558
2347,4269155
2348,5546377
2349,5445814
2350,5266680
2351,5210866
2352,4861675
2353,5907506
2354,5913704
2355,4320175
2356,5298956
2357,5795909
2358,5902341
2359,5654748
2360,5549631
2361,5196556
2362,5782795
2363,4405640
2364,5839256
2365,5629133
2366,5117028
2367,4216060
2368,5684135
2369,5390677
2370,5593594
2371,4400200
2372,5246783
2373,5854658
2374,4675693
2375,3997647
2376,4356246
2377,5795849
2378,4527293
2379,5346685
2380,5316704
2381,5216582
2382,5710929
2383,4963427
2384,4145373
2385,5071979
2386,5953046
2387,5090970
2388,5569197
2389,5858659
2390,5470345
2391,5721766
2392,5986017
2393,5181200
2394,5308835
2395,4919783
2396,5507676
2397,4445509
2398,4805618
2399,5511115
2400,4276334
2401,5765179
2402,4504563
2403,5142829
2404,4473417
2405,5086325
2406,5112734
2407,4455143
2408,4639889
2409,5622530
2410,4940463
2411,5311176
2412,5613032
2413,5774599
2414,5449670
2415,5585449
2416,4288380
2417,5428668
2418,4751087
2419,4779262
2420,5957695
2421,3991243
2422,5233167
2423,5648471
2424,5729780
2425,5798775
2426,4197396
2427,5764766
2428,5939497
2429,5327906
2430,5056529
2431,5448621
2432,5577123
2433,5872122
2434,4604346
2435,4504650
2436,4760248
2437,5899893
2438,5791231
2439,5140539
2440,5631015
2441,5415636
2442,5762609
2443,4699134
2444,5945651
2445,5811199
2446,5385640
2447,4592957
2448,5536687
2449,5401579
2450,5411857
2451,5372835
2452,4221743
2453,4447429
2454,5775901
2455,5612059
2456,5205831
2457,5702438
2458,5366912
2459,5648799
2460,5446618
2461,5942241
2462,4641242
2463,5342658
2464,5923846
2465,5966022
2466,5140036
2467,5886713
2468,4998279
2469,5064396
2470,4839801
2471,4072147
2472,4658097
2473,5942814
2474,5066434
2475,5327169
2476,5668976
2477,5000736
2478,4283562
2479,5515536
2480,3957713
2481,5031483
2482,4500713
2483,5262225
2484,5433111
2485,5001166
2486,4835238
2487,5038934
2488,5865800
2489,5620012
2490,5322520
2491,5973956
2492,4683481
2493,5132525
2494,3974567
2495,5424378
2496,4957944
2497,4585840
2498,5860049
2499,5257401
2500,4167943
2501,5512605
2502,4379720
2503,5896573
2504,4508827
2505,5405597
2506,5563673
2507,5455917
2508,4339555
2509,5835745
2510,5656412
2511,5713984
2512,5251641
2513,4959341
2514,4886609
2515,5705668
2516,4510493
2517,5966670
2518,5325860
2519,5109861
2520,5005143
2521,3998525
2522,4655561
2523,5185138
2524,5382778
2525,4498079
2526,5324814
2527,4321318
2528,5623582
2529,4410748
2530,5550318
2531,5599495
2532,5242451
2533,5016072
2534,5236199
2535,5844378
2536,5558658
2537,4747845
2538,5778176
2539,4850354
2540,5965375
2541,5376427
2542,4564760
2543,5587586
2544,5220037
2545,5624971
2546,5657270
2547,5869154
2548,5916778
2549,5561340
2550,5331226
2551,4842639
2552,5687385
2553,5549592
2554,5786658
2555,5729598
2556,5689313
2557,5089958
2558,5632029
2559,5819036
2560,5748931
2561,3871425
2562,5914675
2563,4445118
2564,5320731
2565,5301327
2566,5753641
2567,4868967
2568,4718040
2569,5663347
2570,5177628
2571,5532746
2572,5716327
2573,4486573
2574,4618561
2575,5206199
2576,5523360
2577,4386089
2578,4025474
2579,4104718
2580,5431644
2581,5858535
2582,5841839
2583,5355511
2584,5983094
2585,5907166
2586,4425334
2587,5139807
2588,4183948
2589,5653716
2590,5462983
2591,5676654
2592,5435990
2593,4713100
2594,4784639
2595,5324591
2596,5291572
2597,5857037
2598,5277199
2599,5176692
2600,5625269
2601,5800769
2602,5021973
2603,5342604
2604,5963264
2605,4284889
2606,5291188
2607,4790810
2608,4976746
2609,5490258
2610,5616994
2611,5494855
2612,5409761
2613,5985566
2614,5858721
2615,6008319
2616,5285040
2617,5547988
2618,4933849
2619,5942650
2620,5718717
2621,5007925
2622,5442343
2623,4829707
2624,5925217
2625,5310977
2626,5639608
2627,6001092
2628,4962449
2629,5826049
2630,5630082
2631,4885467
2632,4551381
2633,5917805
2634,5262451
2635,5453104
2636,5582944
2637,5278216
2638,5997968
2639,5546448
2640,4699843
2641,5110595
2642,5730719
2643,5937189
2644,4770990
2645,4560248
2646,4565200
2647,5990880
2648,5595650
2649,5665325
2650,5315177
2651,4972006
2652,5930680
2653,5380334
2654,4588682
2655,5707376
2656,4897875
2657,5256863
2658,4722726
2659,5165031
2660,5459306
2661,5874974
2662,5496781
2663,5046088
2664,5326621
2665,5499981
2666,5210771
2667,5713948
2668,5112614
2669,5965971
2670,5863717
2671,4379799
2672,5900898
2673,5046065
2674,4804739
2675,5038294
2676,4613939
2677,4761642
2678,5652059
2679,5678039
2680,5051822
2681,5871956
2682,4432881
2683,5341024
2684,4908197
2685,4803067
2686,5993942
2687,5458612
2688,5078717
2689,5846682
2690,5391672
2691,5264961
2692,5135839
2693,5346517
2694,5906934
2695,4196115
2696,5068961
2697,5530879
2698,5506897
2699,5182706
2700,5312423
2701,5593421
2702,6003008
2703,5162512
2704,4723839
2705,4486303
2706,5025091
2707,4870035
2708,4957851
2709,5690644
2710,5884033
2711,5065258
2712,5530845
2713,5510498
2714,5933782
2715,4797233
2716,5543296
2717,5617228
2718,5491359
2719,5219892
2720,5478679
2721,5191450
2722,5347453
2723,4611009
2724,5587949
2725,5353412
2726,4216167
2727,4895721
2728,5530740
2729,4985304
2730,5479498
2731,5281218
2732,5324259
2733,4540633
2734,5137509
2735,5895653
2736,5395334
2737,5578369
2738,4454291
2739,5246738
2740,4789425
2741,5442498
2742,5640414
2743,5201643
2744,5286256
2745,4922286
2746,5571167
2747,5989282
2748,4281100
2749,3615972
2750,4770731
2751,5366864
2752,5962871
2753,5786582
2754,4483835
2755,5754827
2756,5956524
2757,5807785
2758,3551554
2759,5768564
2760,5133495
2761,5744787
2762,5347139
2763,5151596
2764,5526632
2765,4758251
2766,5847723
2767,5567567
2768,5100852
2769,5532089
2770,4315943
2771,4297292
2772,5810753
2773,5956509
2774,5468225
2775,5833958
2776,3039468
2777,5010015
2778,4545113
2779,5626134
2780,4966840
2781,5581739
2782,4935732
2783,5846681
2784,5614284
2785,4776334
2786,5275700
2787,5790793
2788,5488650
2789,5878251
2790,4043935
2791,5949707
2792,5805702
2793,5458605
2794,4339567
2795,5705366
2796,5620417
2797,5682548
2798,5543224
2799,4528263
2800,4809222
2801,5903951
2802,5327323
2803,5687236
2804,5662614
2805,5855551
2806,5900891
2807,4451705
2808,4649919
2809,4920486
2810,5169712
2811,4873179
2812,5649171
2813,5640561
2814,4206196
2815,5591228
2816,5574154
2817,5194599
2818,4681123
2819,4159720
2820,5578190
2821,5473547
2822,5222983
2823,5656825
2824,5702504
2825,5948231
2826,5661789
2827,4612034
2828,5080899
2829,5276236
2830,5237859
2831,5318029
2832,5969111
2833,5254990
2834,4998203
2835,4234444
2836,5246810
2837,5257395
2838,5617122
2839,4692268
2840,5538019
2841,4897334
2842,4143660
2843,5623681
2844,5500244
2845,5955404
2846,5853749
2847,5556375
2848,5893983
2849,4870433
2850,5179571
2851,4713339
2852,5084024
2853,5238550
2854,5817878
2855,3873350
2856,5409458
2857,4512765
2858,4851521
2859,5520980
2860,4757006
2861,5955340
2862,4481626
2863,5964830
2864,5493729
2865,5536644
2866,5491025
2867,5377147
2868,5863707
2869,5686566
2870,5535306
2871,5003231
2872,5734373
2873,5554675
2874,4794165
2875,5966068
2876,5313943
2877,5481290
2878,5600839
2879,5440563
2880,5870220
2881,4732578
2882,4269636
2883,5292332
2884,5399258
2885,5741669
2886,5814344
2887,5800724
2888,5004614
2889,5436305
2890,5685757
2891,5352982
2892,5152777
2893,5901341
2894,4994049
2895,4364992
2896,5041598
2897,5141790
2898,5169831
2899,5650215
2900,5956474
2901,5898599
2902,5407965
2903,5460884
2904,5748687
2905,4258001
2906,5830606
2907,4826894
2908,5933203
2909,5328878
2910,4914562
2911,5912005
2912,5797515
2913,5897539
2914,5591555
2915,5560878
2916,5978450
2917,5702634
2918,5908598
2919,4530088
2920,5049479
2921,5171222
2922,5146348
2923,5684017
2924,4505838
2925,5851133
2926,5381446
2927,5654141
2928,4595559
2929,5564546
2930,4742192
2931,5548532
2932,5051164
2933,5639278
2934,5292334
2935,5661171
2936,5987571
2937,5697931
2938,5457545
2939,5681310
2940,5378137
2941,5554662
2942,5918179
2943,5060660
2944,5452349
2945,4584962
2946,5691027
2947,4974929
2948,4825414
2949,4331572
2950,5745915
2951,4773562
2952,5914813
2953,4013555
2954,4849966
2955,4315084
2956,4645516
2957,3879433
2958,4451895
2959,5482817
2960,4838888
2961,4173553
2962,4923421
2963,5310581
2964,5258359
2965,5977221
2966,4786679
2967,4770671
2968,4919121
2969,5366735
2970,5591827
2971,5640592
2972,5887152
2973,5622826
2974,5601911
2975,5519150
2976,4014334
2977,4711683
2978,5443983
2979,5638424
2980,5416721
2981,4900699
2982,3900027
2983,5353498
2984,5301739
2985,4381353
2986,4876716
2987,5891082
2988,5294506
2989,5179702
2990,4417078
2991,4741941
2992,5077582
2993,5477476
2994,5666539
2995,4145114
2996,5350675
2997,5641638
2998,4164465
2999,5508051
3000,5728063
3001,5993850
3002,5948795
3003,5619632
3004,5525723
3005,5815440
3006,4780242
3007,4401682
3008,4369789
3009,5904146
3010,5880260
3011,5963967
3012,5506837
3013,5065338
3014,5390168
3015,5232756
3016,5440393
3017,4971887
3018,5937002
3019,5659546
3020,5512079
3021,5976124
3022,5040226
3023,4365357
3024,4930884
3025,4917471
3026,5533107
3027,4826908
3028,4960790
3029,5246425
3030,5655115
3031,4576986
3032,5299037
3033,5580755
3034,4016332
3035,4612346
3036,5303332
3037,5134746
3038,4842756
3039,5234788
3040,4014029
3041,5903291
3042,3960808
3043,5672467
3044,4862283
3045,5586304
3046,5253341
3047,5494745
3048,5758352
3049,4180394
3050,5060240
3051,5680165
3052,5921974
3053,5802166
3054,5218128
3055,4050945
3056,3769963
3057,4720173
3058,5941894
3059,5210868
3060,5241003
3061,5040715
3062,4136383
3063,4523055
3064,4119558
3065,5869970
3066,5651100
3067,5710302
3068,5353288
3069,4742447
3070,4217910
3071,5610168
3072,4482624
3073,4530068
3074,5800392
3075,5461723
3076,5367669
3077,4551835
3078,5278750
3079,4260056
3080,5395337
3081,5615142
3082,5548738
3083,5657103
3084,5016211
3085,5645057
3086,5727976
3087,5455911
3088,5843633
3089,5144367
3090,5019037
3091,4027477
3092,4164657
3093,5908445
3094,5695737
3095,5378234
3096,5230913
3097,5787472
3098,5613012
3099,5943396
3100,5117022
3101,4228149
3102,4396516
3103,5947997
3104,5752232
3105,5355924
3106,4473577
3107,5896368
3108,5880459
3109,5072367
3110,5251306
3111,5221881
3112,4139392
3113,5733299
3114,5394466
3115,5575753
3116,5372927
3117,4427419
3118,4900903
3119,5003575
3120,5577944
3121,4818454
3122,5607804
3123,4603101
3124,4539711
3125,4563184
3126,5620820
3127,6008294
3128,4994908
3129,4331497
3130,5792478
3131,5829002
3132,4747836
3133,5346637
3134,4961707
3135,5359357
3136,5522082
3137,5377319
3138,5790201
3139,5956054
3140,5836448
3141,5339829
3142,5963198
3143,4208386
3144,5624940
3145,5352197
3146,5336599
3147,5944585
3148,4970725
3149,5724527
3150,5017693
3151,5282859
3152,5914186
3153,5801422
3154,5114408
3155,5117449
3156,5827246
3157,5693656
3158,4827441
3159,5345011
3160,5486190
3161,5313878
3162,5773846
3163,4868222
3164,5703200
3165,5768169
3166,4297559
3167,5050562
3168,3894934
3169,5976235
3170,5072242
3171,5579241
3172,5930167
3173,5486633
3174,6004515
3175,5632803
3176,4601993
3177,5820600
3178,4258167
3179,5173399
3180,5630140
3181,5484602
3182,5580462
3183,5643814
3184,5903552
3185,5540713
3186,5856405
3187,5526287
3188,5081017
3189,5107062
3190,5260222
3191,5050095
3192,5558879
3193,4060032
3194,5571089
3195,4242416
3196,5274842
3197,5410016
3198,3966573
3199,5891868
3200,5867714
3201,4938873
3202,5986435
3203,5078720
3204,5410538
3205,5597666
3206,5537543
3207,5496298
3208,5508399
3209,4355805
3210,5054096
3211,5556491
3212,4070349
3213,5882881
3214,5679360
3215,5270386
3216,4794928
3217,5517329
3218,4146607
3219,3950247
3220,5167674
3221,5040214
3222,5098686
3223,5665101
3224,5666314
3225,5831681
3226,4925572
3227,5539187
3228,4918435
3229,5856175
3230,5800647
3231,5962735
3232,4375818
3233,4612212
3234,5744548
3235,5847327
3236,5560247
3237,4634423
3238,5267958
3239,5351136
3240,4574079
3241,5559544
3242,5900122
3243,5549917
3244,5017663
3245,4874453
3246,5722979
3247,4692757
3248,4612331
3249,4732246
3250,4783817
3251,5242715
3252,5525473
3253,5129090
3254,4851356
3255,5401602
3256,5467639
3257,5781785
3258,5323452
3259,5217998
3260,5111270
3261,4738848
3262,4379454
3263,5537561
3264,5875347
3265,5804709
3266,5578741
3267,5968091
3268,4260726
3269,5707386
3270,5515175
3271,5021983
3272,5643278
3273,4045474
3274,4827507
3275,5273672
3276,5224122
3277,4709327
3278,5509915
3279,5624431
3280,4842980
3281,4043872
3282,5859854
3283,5615326
3284,4349891
3285,5363132
3286,5442661
3287,4217359
3288,5995979
3289,5874144
3290,5536917
3291,4931769
3292,5572196
3293,5269779
3294,4098747
3295,4296033
3296,5930343
3297,4193961
3298,5770538
3299,4740954
3300,5908697
3301,5248574
3302,4330182
3303,5272042
3304,4238596
3305,2170147
3306,5189667
3307,4946882
3308,5973013
3309,4929804
3310,5410007
3311,4942206
3312,6007545
3313,5552528
3314,5338791
3315,5317718
3316,5481286
3317,4475930
3318,5988414
3319,5699478
3320,5851070
3321,5925732
3322,5681347
3323,5795264
3324,4850027
3325,5517649
3326,4956351
3327,5328503
3328,5147317
3329,5301285
3330,4359445
3331,5200131
3332,4460677
3333,5807249
3334,5253275
3335,5120679
3336,4776890
3337,4777646
3338,4460120
3339,5032387
3340,5722986
3341,4816024
3342,5468314
3343,5756778
3344,5625680
3345,5844021
3346,4283225
3347,5019075
3348,5126303
3349,5135807
3350,5888497
3351,6002855
3352,5939301
3353,5411025
3354,4718112
3355,5968740
3356,5933256
3357,5500318
3358,5144454
3359,5437645
3360,5655008
3361,5089352
3362,5084769
3363,4804744
3364,5323069
3365,4644586
3366,4104645
3367,4114042
3368,5821195
3369,5589840
3370,5978506
3371,5130233
3372,4812401
3373,3915920
3374,5312355
3375,5586173
3376,5377275
3377,5729405
3378,5995043
3379,3979057
3380,4190695
3381,4800056
3382,5551945
3383,5583760
3384,4860217
3385,4511547
3386,4272619
3387,4340054
3388,4297489
3389,5211707
3390,5068126
3391,5779698
3392,4988465
3393,5683379
3394,5875279
3395,5430782
3396,5118538
3397,5013535
3398,4727043
3399,4599746
3400,4727873
3401,5175211
3402,5947964
3403,5229104
3404,5767044
3405,5332524
3406,4773899
3407,4761950
3408,5323155
3409,5590075
3410,5459078
3411,5550020
3412,4366541
3413,4229308
3414,5581111
3415,5441483
3416,5784314
3417,4978391
3418,5916539
3419,5908415
3420,5266308
3421,4154247
3422,4959643
3423,5304199
3424,5532248
3425,5795839
3426,4752498
3427,5800461
3428,4872128
3429,5823455
3430,5612991
3431,4495574
3432,5577023
3433,5783812
3434,5502315
3435,4952219
3436,6009391
3437,5555002
3438,5339429
3439,5362880
3440,5840089
3441,5584896
3442,5097982
3443,4991564
3444,5940625
3445,4899240
3446,4135182
3447,5662930
3448,5504475
3449,5533106
3450,4799938
3451,4990336
3452,4983586
3453,5355278
3454,5361144
3455,4950631
3456,5381530
3457,5667068
3458,5297331
3459,5086113
3460,4906169
3461,5464939
3462,5963393
3463,5118678
3464,4244059
3465,4937290
3466,5563426
3467,4971876
3468,5802466
3469,5874095
3470,5689135
3471,5611879
3472,4807109
3473,4633329
3474,5607385
3475,5650930
3476,5243970
3477,5846920
3478,4868032
3479,4616031
3480,5780992
3481,5742685
3482,5117401
3483,5043403
3484,5966430
3485,5836868
3486,5490089
3487,5756281
3488,5085853
3489,4937733
3490,5557217
3491,5463073
3492,4523591
3493,5219806
3494,5461527
3495,5910110
3496,5341496
3497,5226899
3498,5745882
3499,5599844
3500,4621339
3501,4282296
3502,4806355
3503,5244768
3504,5681349
3505,5595759
3506,5162493
3507,3898986
3508,5993566
3509,5684799
3510,5830305
3511,5290306
3512,4246383
3513,5342357
3514,4833349
3515,5692291
3516,4300911
3517,5781439
3518,5469501
3519,4201995
3520,5888533
3521,5089028
3522,5870426
3523,5495482
3524,4640955
3525,5801750
3526,5277915
3527,5175871
3528,5618320
3529,5872380
3530,5754009
3531,4362653
3532,5431150
3533,4426263
3534,5620470
3535,4387441
3536,5241680
3537,5475762
3538,5229556
3539,4846823
3540,4918620
3541,5554123
3542,5700683
3543,5879874
3544,5970214
3545,5932298
3546,5991860
