,patent
44241,5402336
44242,5163131
44243,5120510
44244,5825865
44245,5629715
44246,4791566
44247,5557105
44248,5322775
44249,4815450
44250,5401258
44251,5292315
44252,4920337
44253,5270390
44254,4749661
44255,4802062
44256,5806071
44257,5800829
44258,5632840
44259,4466804
44260,4757444
44261,3028365
44262,5654955
44263,5666202
44264,4977594
44265,5370615
44266,5041684
44267,5895496
44268,5575785
44269,5249283
44270,5353024
44271,5084816
44272,3903256
44273,5137742
44274,5073013
44275,5327908
44276,5740389
44277,4035548
44278,5262984
44279,5339108
44280,5085167
44281,4549556
44282,5661955
44283,5701092
44284,4870219
44285,5592024
44286,5221259
44287,5316925
44288,5117122
44289,4941039
44290,3965353
44291,5853743
44292,4725315
44293,4967743
44294,4842714
44295,4580040
44296,5963864
44297,5006113
44298,5167845
44299,5957932
44300,5802518
44301,5049949
44302,4528171
44303,5574048
44304,5437661
44305,5820848
44306,4971844
44307,5192301
44308,5891108
44309,5652267
44310,5883705
44311,5750337
44312,4140525
44313,4380134
44314,5977638
44315,5496596
44316,5574047
44317,5635727
44318,4813009
44319,4670293
44320,4053331
44321,5404395
44322,5166952
44323,5854474
44324,5696816
44325,5656481
44326,4714989
44327,5262168
44328,5596190
44329,5713849
44330,5888121
44331,5391452
44332,4398265
44333,5314446
44334,5576382
44335,5678980
44336,4746935
44337,4889836
44338,5180697
44339,5780600
44340,5072378
44341,5736967
44342,5953130
44343,5128402
44344,5293254
44345,5486707
44346,5874668
44347,5017753
44348,4962000
44349,5152754
44350,5669901
44351,4877031
44352,5708417
44353,5702367
44354,5620669
44355,5846620
44356,4828995
44357,5892681
44358,4518672
44359,5583939
44360,4787053
44361,4641005
44362,4960600
44363,4973952
44364,5989319
44365,5809130
44366,5315635
44367,4884557
44368,5368049
44369,5632007
44370,5002854
44371,4276151
44372,5632970
44373,5666359
44374,5539920
44375,5581002
44376,5386470
44377,4498938
44378,5652904
44379,5236849
44380,5814070
44381,4707362
44382,5651973
44383,4712373
44384,5781033
44385,5290294
44386,5416850
44387,5289211
44388,4559366
44389,4145461
44390,5302484
44391,5681532
44392,5488423
44393,5919860
44394,5100837
44395,5860998
44396,5642411
44397,4732152
44398,5304379
44399,5030533
44400,5133900
44401,4014846
44402,4357363
44403,4858706
44404,5576517
44405,5458912
44406,5618299
44407,4369361
44408,5550232
44409,4743292
44410,5099337
44411,5606357
44412,5406318
44413,4327093
44414,5898919
44415,5498480
44416,4816676
44417,5376483
44418,5662707
44419,5385954
44420,5680460
44421,5119860
44422,5356064
44423,5401516
44424,5792729
44425,5943230
44426,4659338
44427,5616372
44428,4515894
44429,4072585
44430,5176660
44431,4094846
44432,5639604
44433,4739008
44434,4148871
44435,5765037
44436,5977559
44437,5544164
44438,5570348
44439,4791563
44440,5235632
44441,4527157
44442,4137079
44443,5270193
44444,5158934
44445,5376713
44446,4439236
44447,5293713
44448,5459501
44449,5201315
44450,5629068
44451,4519065
44452,5429485
44453,5750991
44454,4912154
44455,5567713
44456,5977263
44457,5160559
44458,5563648
44459,5179517
44460,5587118
44461,4844144
44462,4874401
44463,5287449
44464,5612869
44465,5262261
44466,5182311
44467,5696028
44468,4791029
44469,5332640
44470,5185108
44471,4474917
44472,5280055
44473,5957251
44474,5660604
44475,5318172
44476,5876419
44477,4467137
44478,5404508
44479,5993720
44480,5545442
44481,4068369
44482,5560029
44483,4216298
44484,5904672
44485,5487813
44486,5153043
44487,5397597
44488,6002946
44489,5127405
44490,5624350
44491,4749982
44492,5307482
44493,5258400
44494,5617041
44495,4062995
44496,5816402
44497,4959197
44498,5147396
44499,5761680
44500,4517974
44501,5136707
44502,5510357
44503,4256693
44504,4140864
44505,4007047
44506,4908837
44507,5140345
44508,4801688
44509,5300048
44510,4581038
44511,5442702
44512,4551148
44513,4504977
44514,5489419
44515,4960420
44516,4834979
44517,6005852
44518,5347378
44519,5946444
44520,5703873
44521,5977164
44522,5930471
44523,4328346
44524,5747086
44525,4769428
44526,5277989
44527,5556961
44528,5966433
44529,5612569
44530,5330498
44531,4799942
44532,5694928
44533,5273752
44534,5644675
44535,5972222
44536,5380318
44537,5512292
44538,5519830
44539,5302621
44540,4456964
44541,5920821
44542,4816568
44543,4552945
44544,4421977
44545,5402777
44546,5109721
44547,5627102
44548,5491821
44549,5846486
44550,5658526
44551,5629088
44552,5936649
44553,4198527
44554,5618284
44555,5293585
44556,4981967
44557,4423176
44558,5949413
44559,4961005
44560,5148078
44561,5147537
44562,4453214
44563,4821308
44564,4862155
44565,4297337
44566,5654159
44567,5854895
44568,5745553
44569,5585165
44570,5956728
44571,4903195
44572,4707190
44573,5240730
44574,4761453
44575,5667918
44576,5784630
44577,3971376
44578,5898630
44579,4796634
44580,5751735
44581,5745829
44582,5479601
44583,5370660
44584,5491838
44585,4459589
44586,5540648
44587,5238705
44588,5317723
44589,4901273
44590,5738963
44591,5735271
44592,4613342
44593,5893664
44594,5171238
44595,5405902
44596,5725986
44597,4315508
44598,5946441
44599,4921478
44600,5709859
44601,4959788
44602,4863788
44603,5648539
44604,4912012
44605,4599477
44606,5404520
44607,4667191
44608,5822575
44609,4181705
44610,4385143
44611,4564938
44612,4751701
44613,5632717
44614,4940456
44615,5670576
44616,4946527
44617,5859998
44618,5219355
44619,4003589
44620,5168148
44621,4908112
44622,5954731
44623,5187179
44624,5015321
44625,5724078
44626,4832696
44627,4579834
44628,4576814
44629,4329249
44630,5003202
44631,5581604
44632,4892774
44633,5797536
44634,4937189
44635,5295493
44636,5732133
44637,5812654
44638,4439557
44639,5930590
44640,5565792
44641,5710230
44642,5654962
44643,5571359
44644,5604786
44645,4374414
44646,6008307
44647,5988479
44648,5999612
44649,5831382
44650,5679739
44651,4153667
44652,5360350
44653,5853717
44654,5544078
44655,5983467
44656,5388476
44657,4999547
44658,5432936
44659,5909203
44660,5485147
44661,5318918
44662,5272016
44663,4447857
44664,5554197
44665,5416698
44666,5318774
44667,5791790
44668,5750989
44669,5934286
44670,5586323
44671,5714166
44672,4345119
44673,5599352
44674,5957941
44675,5236427
44676,5853746
44677,5003200
44678,5225199
44679,5836932
44680,5512640
44681,4796636
44682,5471672
44683,5032945
44684,4481531
44685,4582753
44686,5811769
44687,5499365
44688,5721851
44689,4881264
44690,5724424
44691,5247149
44692,5147339
44693,5226126
44694,4788138
44695,3941871
44696,5945115
44697,5843059
44698,5433984
44699,5799190
44700,4991011
44701,4556450
44702,5117839
44703,4515892
44704,4011196
44705,5126543
44706,4276601
44707,5431173
44708,5630121
44709,4356280
44710,5212684
44711,5200499
44712,4759947
44713,5178949
44714,5258043
44715,5569180
44716,5920373
44717,5148186
44718,4663355
44719,5948600
44720,5681242
44721,5704161
44722,4670855
44723,5466242
44724,5883319
44725,6003773
44726,5974261
44727,5300046
44728,5289573
44729,4167396
44730,4046505
44731,5484591
44732,5561086
44733,5321245
44734,4723957
44735,4528986
44736,5006596
44737,5561041
44738,4894212
44739,5241784
44740,5019963
44741,4877593
44742,5768205
44743,5818471
44744,4277344
44745,5338638
44746,4822631
44747,4808154
44748,5903596
44749,4550003
44750,5604074
44751,5021496
44752,5566012
44753,4897108
44754,5922002
44755,4516970
44756,5880904
44757,4935849
44758,5968188
44759,4472491
44760,4684511
44761,5993813
44762,5615533
44763,5352788
44764,5410141
44765,5909052
44766,5437812
44767,5177192
44768,5479602
44769,5431967
44770,5484798
44771,5857147
44772,4156702
44773,4123474
44774,4359046
44775,5948876
44776,5697979
44777,5693784
44778,5746460
44779,5119140
44780,4840867
44781,4176101
44782,4686065
44783,5917008
44784,5201901
44785,4648046
44786,5423770
44787,5712008
44788,5234978
44789,5487500
44790,5872522
44791,4761672
44792,5262067
44793,4156282
44794,5314406
44795,5751800
44796,4871494
44797,5702716
44798,5212777
44799,5485032
44800,4379473
44801,5135477
44802,5805815
44803,6001110
44804,5861420
44805,5987076
44806,5402601
44807,5744305
44808,5999562
44809,5948663
44810,4869923
44811,5837977
44812,5178646
44813,4454403
44814,5997511
44815,5097533
44816,3169121
44817,4994396
44818,4940777
44819,5824658
44820,5102395
44821,4490568
44822,4480121
44823,4931487
44824,5719511
44825,5778244
44826,4298862
44827,4474901
44828,5550004
44829,5804987
44830,5680349
44831,5856025
44832,4168146
44833,5832065
44834,4539263
44835,5986109
44836,5897567
44837,5118326
44838,4195189
44839,5355411
44840,5870538
44841,5996019
44842,4752585
44843,5716740
44844,5108436
44845,5932342
44846,5371851
44847,5443664
44848,5329409
44849,5855739
44850,4777087
44851,4246900
44852,4919821
44853,4123411
44854,5954984
44855,5265154
44856,5412005
44857,5498248
44858,4282537
44859,5798907
44860,5129895
44861,4582788
44862,5057687
44863,4340482
44864,4284948
44865,5532121
44866,5603718
44867,5458254
44868,4593533
44869,5149960
44870,5222949
44871,5420349
44872,5156844
44873,5944023
44874,5041973
44875,5176141
44876,4710761
44877,4912629
44878,4642676
44879,5404376
44880,5964926
44881,5175077
44882,5674944
44883,3984907
44884,4021224
44885,5523093
44886,4329743
44887,4928223
44888,4223998
44889,5427585
44890,5862247
44891,5506864
44892,5314557
44893,5720735
44894,5334820
44895,4419673
44896,5267954
44897,4758556
44898,4419674
44899,5569514
44900,5293484
44901,4404552
44902,5752932
44903,4933193
44904,4956164
44905,4769438
44906,5691834
44907,4634420
44908,5916776
44909,4868684
44910,4529491
44911,5743887
44912,5819172
44913,5129392
44914,4486192
44915,4542502
44916,5414860
44917,5441484
44918,5772916
44919,5742768
44920,4817196
44921,5004759
44922,4727474
44923,5467694
44924,4975469
44925,5099019
44926,5302610
44927,5383859
44928,5500071
44929,5771393
44930,4998916
44931,3991098
44932,4526733
44933,5210277
44934,5304195
44935,5257324
44936,6002961
44937,5771187
44938,5283806
44939,5739294
44940,4762717
44941,4450235
44942,5554437
44943,5346861
44944,5646937
44945,5902588
44946,5672284
44947,5061041
44948,5169382
44949,4497786
44950,5881142
44951,5114613
44952,5846279
44953,5304149
44954,4748442
44955,4537305
44956,5569515
44957,5801956
44958,5224036
44959,4929742
44960,5658263
44961,5084126
44962,5852855
44963,4654782
44964,5920317
44965,5790591
44966,5206301
44967,5916263
44968,5446292
44969,4108928
44970,5109083
44971,5152002
44972,5491486
44973,5391210
44974,5668463
44975,5707468
44976,5592677
44977,5429923
44978,4144218
44979,4608638
44980,5716825
44981,5497785
44982,4495562
44983,5207679
44984,4996142
44985,4857508
44986,4696895
44987,4505581
44988,4924408
44989,5620883
44990,5687363
44991,5015686
44992,5144557
44993,5617409
44994,5681677
44995,5945100
44996,4880441
44997,5906770
44998,5760805
44999,4952385
45000,5425938
45001,5749078
45002,5662713
45003,4929701
45004,5025156
45005,5964777
45006,4678467
45007,5072130
45008,5919154
45009,3971134
45010,5490082
45011,5659742
45012,4979663
45013,4559639
45014,5978331
45015,4706671
45016,4777187
45017,3296002
45018,5012466
45019,5774186
45020,5620541
45021,4287059
45022,5778234
45023,5543080
45024,5616155
45025,5360479
45026,5147223
45027,4903158
45028,5602775
45029,4630649
45030,4472509
45031,5269020
45032,5321604
45033,5493061
45034,5722970
45035,5258445
45036,5390204
45037,5579341
45038,5693557
45039,4716158
45040,4985899
45041,4399207
45042,5327532
45043,4357624
45044,4025488
45045,4454015
45046,4542065
45047,5177680
45048,4351067
45049,4914223
45050,4804954
45051,4948865
45052,5586329
45053,4064318
45054,5913070
45055,5623484
45056,4421844
45057,5310675
45058,5309045
45059,3867169
45060,5269964
45061,5117297
45062,5563998
45063,4321383
45064,5854278
45065,5607443
45066,5697536
45067,4550729
45068,5118523
45069,5019532
45070,5319699
45071,5697055
45072,4436741
45073,5869013
45074,5835603
45075,5967009
45076,5643309
45077,4720783
45078,5823970
45079,5640679
45080,5926747
45081,5943653
45082,5420932
45083,5780241
45084,5450564
45085,5863944
45086,5490245
45087,5602217
45088,5609850
45089,5169665
45090,4776000
45091,5988787
45092,3991250
45093,5402413
45094,5870335
45095,5597997
45096,4760071
45097,5607335
45098,5439155
45099,5061757
45100,5974406
45101,5903878
45102,4496586
45103,5819285
45104,4366201
45105,5263964
45106,4127729
45107,3859245
45108,5697908
45109,4147663
45110,5995014
45111,4701601
45112,5085631
45113,5632272
45114,5087637
45115,5424420
45116,5283162
45117,5793846
45118,5610317
45119,5300291
45120,5899942
45121,3993713
45122,4798786
45123,4588793
45124,5314803
45125,4969877
45126,5689195
45127,5319406
45128,5650774
45129,4396656
45130,5724589
45131,5583871
45132,5777093
45133,4845640
45134,5062055
45135,5403343
45136,5964881
45137,5651058
45138,5364376
45139,4673565
45140,4154803
45141,5930274
45142,5815798
45143,5786816
45144,5604906
45145,4558024
45146,4989076
45147,3502763
45148,4708933
45149,4396694
45150,4440869
45151,5643209
45152,5994325
45153,4902469
45154,5900164
45155,5763257
45156,4891208
45157,5412980
45158,5313962
45159,4162344
45160,4439391
45161,5649201
45162,5703013
45163,5713505
45164,5852782
45165,4857683
45166,5545133
45167,5236836
45168,5454089
45169,5444260
45170,5371811
45171,5953501
45172,5862386
45173,5970327
45174,5510798
45175,4539958
45176,5428430
45177,4351708
45178,4345999
45179,5251258
45180,5797920
45181,4971910
45182,5116374
45183,5728733
45184,5522079
45185,5402428
45186,5987465
45187,4683200
45188,5930493
45189,5807379
45190,5682725
45191,5521047
45192,4684607
45193,5989243
45194,5116368
45195,5232861
45196,5764221
45197,4905181
45198,4727439
45199,5877793
45200,5866665
45201,5521631
45202,5095493
45203,4830849
45204,5616467
45205,5721827
45206,5184126
45207,4819188
45208,5340972
45209,4743499
45210,5151999
45211,4911939
45212,5741261
45213,2297691
45214,4991210
45215,5330432
45216,5377355
45217,4444762
45218,5622712
45219,4669465
45220,3996934
45221,4973679
45222,5130431
45223,5657054
45224,4551802
45225,5367420
45226,5358511
45227,5787018
45228,4539281
45229,5413774
45230,5473699
45231,5507754
45232,5654854
45233,4198051
45234,5857207
45235,5233692
45236,5369749
45237,5438072
45238,4303627
45239,4756881
45240,4205375
45241,5950202
45242,5651980
45243,4689458
45244,5339315
45245,5232377
45246,5488714
45247,5878266
45248,4908749
45249,4816994
45250,5115915
45251,5472763
45252,5375172
45253,4589089
45254,5716404
45255,5254840
45256,5364365
45257,4566403
45258,4749687
45259,5982553
45260,4676115
45261,4281381
45262,5646192
45263,5695658
45264,4926867
45265,5742829
45266,4914490
45267,4129571
45268,5639466
45269,5635477
45270,5463315
45271,5179734
45272,4764205
45273,5579764
45274,4917680
45275,5125358
45276,5974767
45277,4095268
45278,5626604
45279,5490838
45280,5291079
45281,5758187
45282,5719632
45283,4885763
45284,5247658
45285,5843669
45286,4904496
45287,5797091
45288,5129727
45289,5448493
45290,5814700
45291,5925301
45292,5341153
45293,5847989
45294,5306501
45295,6007202
45296,4988771
45297,5206303
45298,4071497
45299,4522736
45300,5930026
45301,4879194
45302,5978362
45303,4449992
45304,5528322
45305,5129011
45306,5800418
45307,5728850
45308,5320605
45309,5176832
45310,4115476
45311,5242653
45312,5742797
45313,5275622
45314,5946007
45315,5563592
45316,3937222
45317,4516204
45318,5615532
45319,4664927
45320,5169721
45321,5804881
45322,5573752
45323,4860347
45324,4416924
45325,4367466
45326,5763172
45327,5446272
45328,5877763
45329,5087246
45330,4785080
45331,4720400
45332,5580774
45333,4403874
45334,5668473
45335,4698657
45336,5300114
45337,5628729
45338,5116318
45339,5520646
45340,5260051
45341,5754178
45342,5776214
45343,4300876
45344,4834920
45345,4999399
45346,4181983
45347,5680470
45348,5291301
45349,4774952
45350,5838792
45351,4828363
45352,5041129
45353,4480129
45354,5649104
45355,5530059
45356,5766829
45357,5672404
45358,5463727
45359,5704050
45360,5672186
45361,4036868
45362,5093735
45363,4839216
45364,5531635
45365,4644192
45366,5886148
45367,4569833
45368,5331852
45369,5973968
45370,5966153
45371,5006334
45372,5789065
45373,5470912
45374,5696366
45375,5536797
45376,5169384
45377,5053523
45378,4373501
45379,5709861
45380,4330531
45381,5842984
45382,5802179
45383,4969872
45384,5523791
45385,5917469
45386,5502826
45387,5200232
45388,5848365
45389,5354715
45390,5622694
45391,5446855
45392,5278892
45393,5661283
45394,5083022
45395,5521940
45396,5516786
45397,4878101
45398,5164908
45399,4996075
45400,4346196
45401,5542983
45402,5877491
45403,5275800
45404,5335493
45405,5885613
45406,4018220
45407,5858508
45408,5369167
45409,5832074
45410,4894667
45411,5241648
45412,5761417
45413,4933179
45414,4569697
45415,5260381
45416,5769820
45417,5097845
45418,5053486
45419,5876723
45420,5344450
45421,5124423
45422,5874139
45423,4977179
45424,3895094
45425,5132571
45426,5573884
45427,5716636
45428,5305244
45429,4783800
45430,5933673
45431,4897269
45432,5971979
45433,5698322
45434,5772594
45435,5013527
45436,5296702
45437,5780319
45438,4783695
45439,5777630
45440,5591190
45441,4744365
45442,5578195
45443,4448974
45444,5112913
45445,4650851
45446,5273668
45447,5763864
45448,4882687
45449,5171262
45450,5530881
45451,4388684
45452,5874889
45453,5324799
45454,5665115
45455,5737635
45456,4690511
45457,5133965
45458,5470330
45459,4997812
45460,5078744
45461,5637541
45462,5706328
45463,5833707
45464,3923477
45465,5745687
45466,5445699
45467,5216228
45468,5175383
45469,5082885
45470,5431829
45471,5561784
45472,5450559
45473,5714557
45474,5833979
45475,5387207
45476,4956438
45477,5199242
45478,5292554
45479,5824050
45480,5278258
45481,4660858
45482,5491505
45483,5663752
45484,5842185
45485,4491224
45486,5674675
45487,5635389
45488,4516566
45489,5515486
45490,4479241
45491,4755058
45492,4931543
45493,4308337
45494,5925103
45495,5349367
45496,5712688
45497,5702557
45498,6002402
45499,5759188
45500,3979349
45501,5528102
45502,5752083
45503,5075068
45504,5824784
45505,5551055
45506,4249935
45507,4818914
45508,5001244
45509,4365293
45510,5726012
45511,4783739
45512,4237297
45513,5350363
45514,5167882
45515,4456067
45516,4840796
45517,4650756
45518,4612247
45519,4763654
45520,4627971
45521,5976129
45522,4862389
45523,5847975
45524,5574973
45525,5506969
45526,5594789
45527,5923325
45528,4629623
45529,5288410
45530,5174976
45531,5051759
45532,5537650
45533,5400500
45534,4751725
45535,5513272
45536,5135738
45537,5543738
45538,4486324
45539,4390660
45540,5974318
45541,5950009
45542,5421891
45543,5723398
45544,4816651
45545,5883149
45546,4274140
45547,5770577
45548,5768517
45549,4796425
45550,4783503
45551,4265991
45552,5189009
45553,4308546
45554,5019967
45555,5324519
45556,5643210
45557,5524190
45558,5756245
45559,4803060
45560,5595913
45561,5685128
45562,4798588
45563,5001478
45564,5982196
45565,5296208
45566,4337298
45567,5515635
45568,5618120
45569,4053431
45570,5506962
45571,5870393
45572,5592349
45573,5269802
45574,5508162
45575,5469654
45576,3960555
45577,5258229
45578,4601011
45579,4627052
45580,4054166
45581,3879835
45582,5643317
45583,5681282
45584,5210036
45585,4879360
45586,5463677
45587,4683291
45588,4671983
45589,4623474
45590,5741300
45591,5166045
45592,5386022
45593,4560826
45594,5225385
45595,5834526
45596,5120867
45597,5616201
45598,5577101
45599,5409736
45600,5125690
45601,5643845
45602,5135919
45603,4752678
45604,5574984
45605,5181911
45606,5786424
45607,5847160
45608,4366552
45609,4996294
45610,5411515
45611,5521417
45612,5579031
45613,5061481
45614,4543109
45615,5767575
45616,5229882
45617,4862150
45618,5916558
45619,4754255
45620,5631391
45621,5874808
45622,5956898
45623,4578339
45624,5693541
45625,5419760
45626,5463671
45627,4558231
45628,4744802
45629,5158819
45630,5506964
45631,5619691
45632,5769884
45633,5689044
45634,5214699
45635,4771461
45636,5674911
45637,4892851
45638,5646039
45639,5646323
45640,5597490
45641,5179531
45642,5019076
45643,4905667
45644,4829152
45645,4778780
45646,5852604
45647,5250296
45648,4924075
45649,4843000
45650,5715195
45651,5366454
45652,4532165
45653,5293638
45654,5760207
45655,5508084
45656,5070882
45657,5359718
45658,5179955
45659,5834756
45660,5914161
45661,5005089
45662,4021595
45663,5721853
45664,4715005
45665,5098393
45666,5949814
45667,5885579
45668,5228451
45669,5620902
45670,5788862
45671,5115305
45672,5014059
45673,5039544
45674,5608031
45675,5812669
45676,4710446
45677,4117546
45678,5009747
45679,4890321
45680,5726103
45681,5793399
45682,5013713
45683,5892683
45684,5231151
45685,4593853
45686,4528239
45687,4477825
45688,4935287
45689,4940867
45690,5763336
45691,5882336
45692,5100410
45693,5385270
45694,5420990
45695,4487977
45696,4830945
45697,5237342
45698,5774874
45699,4214055
45700,5059186
45701,5635790
45702,4813980
45703,5276890
45704,4381279
45705,5008033
45706,5699647
45707,4746788
45708,4952650
45709,5696544
45710,5512426
45711,5871536
45712,4764164
45713,5478320
45714,5037943
45715,5687371
45716,5517560
45717,5634018
45718,5438061
45719,5483654
45720,5709921
45721,4067961
45722,4982273
45723,5642514
45724,5420996
45725,4961154
45726,4618668
45727,5452058
45728,5581597
45729,4519845
45730,5981145
45731,5785678
45732,5562232
45733,4877774
45734,5432230
45735,5458629
45736,5331135
45737,4818077
45738,4916608
45739,4217135
45740,5980564
45741,5964743
45742,5482034
45743,4511477
45744,5949866
45745,5344429
45746,5225270
45747,5544550
45748,3936636
45749,4849750
45750,5084905
45751,4857048
45752,5442633
45753,5954828
45754,5439364
45755,4646233
45756,5600832
45757,5495426
45758,5721914
45759,4950285
45760,5377318
45761,5426728
45762,5926206
45763,4605691
45764,5174302
45765,4295041
45766,5539590
45767,4663139
45768,5054103
45769,5590207
45770,5764689
45771,4059114
45772,5895411
45773,4739769
45774,5233275
45775,4968788
45776,5519769
45777,5183844
45778,5689672
45779,5855008
45780,4728949
45781,4358367
45782,5368844
45783,5582979
45784,5195170
45785,4857439
45786,5155138
45787,5200084
45788,5530960
45789,5795825
45790,4550155
45791,4980907
45792,4374429
45793,4239942
45794,5328955
45795,5562530
45796,4803168
45797,5414192
45798,4897885
45799,4026256
45800,5782855
45801,5485103
45802,5944712
45803,5978923
45804,4953080
45805,5089388
45806,5883485
45807,5234957
45808,4454092
45809,4546349
45810,5089810
45811,4251304
45812,3958055
45813,4060812
45814,4164754
45815,5045595
45816,5515091
45817,5802553
45818,5771053
45819,5330948
45820,4425437
45821,5817291
45822,6009465
45823,4868785
45824,4715767
45825,5916452
45826,4705837
45827,5047672
45828,5704905
45829,4503234
45830,4255321
45831,3959218
45832,5250929
45833,5761308
45834,4251823
45835,4712099
45836,4065808
45837,5475206
45838,5260360
45839,5843055
45840,5470482
45841,5335268
45842,5340772
45843,4816264
45844,5045893
45845,4496660
45846,4292092
45847,5181339
45848,5517434
45849,5392462
45850,4563709
45851,4081388
45852,5740392
45853,5059220
45854,5474739
45855,5056132
45856,5550039
45857,6008576
45858,5891478
45859,5930802
45860,4811380
45861,5689024
45862,4095481
45863,5363604
45864,5652041
45865,5790884
45866,5683443
45867,4739314
45868,5830321
45869,4015272
45870,5487661
45871,4422072
45872,4578089
45873,4831573
45874,5949915
45875,5543417
45876,5821205
45877,5447841
45878,5798119
45879,4483929
45880,5742816
45881,4297195
45882,5391272
45883,4434282
45884,5937392
45885,5546351
45886,4798204
45887,5747542
45888,5086506
45889,5202829
45890,5893506
45891,5457178
45892,6004742
45893,5625384
45894,5409689
45895,4521843
45896,5395751
45897,5547747
45898,4798871
45899,5826240
45900,5645618
45901,4660143
45902,5044369
45903,4637905
45904,4219607
45905,5987516
45906,5523092
45907,5206747
45908,4860112
45909,4931373
45910,4265938
45911,5656665
45912,5713913
45913,4167601
45914,5133729
45915,5533924
45916,5688557
45917,5342696
45918,5465216
45919,5633821
45920,5662259
45921,5195541
45922,5622715
45923,5064952
45924,5319780
45925,4979109
45926,4698243
45927,5293181
45928,5861203
45929,5723175
45930,5053673
45931,5204876
45932,5728758
45933,5818667
45934,5686386
45935,5378432
45936,4921818
45937,5632038
45938,4992348
45939,5962225
45940,5783383
45941,5079216
45942,5023008
45943,5680328
45944,4556618
45945,5249115
45946,5550183
45947,5536982
45948,4416659
45949,5550446
45950,5859176
45951,5545613
45952,4880718
45953,5563238
45954,4366475
45955,4431548
45956,5333281
45957,5944726
45958,4942550
45959,5475124
45960,4888360
45961,5237159
45962,4908653
45963,5943070
45964,4791679
45965,3977959
45966,5360774
45967,5504939
45968,5713397
45969,5966440
45970,5286770
45971,5473144
45972,5289527
45973,5683518
45974,4454287
45975,5550967
45976,5614639
45977,5989399
45978,4968296
45979,5403630
45980,5558073
45981,5551032
45982,5325517
45983,4200436
45984,5499265
45985,5386467
45986,5736043
45987,4714393
45988,5717947
45989,5878126
45990,5401676
45991,4917097
45992,5444774
45993,4825850
45994,5214690
45995,5351246
45996,5560249
45997,4691882
45998,4521297
45999,4491632
46000,5023602
46001,4946812
46002,5956408
46003,5055491
46004,5418526
46005,4893585
46006,5283561
46007,5422215
46008,5136705
46009,5319587
46010,5876271
46011,5362999
46012,4728784
46013,5332584
46014,5715622
46015,4644380
46016,5096893
46017,5545371
46018,4745547
46019,4924378
46020,5940839
46021,5028784
46022,5811239
46023,4444605
46024,4501852
46025,5502721
46026,4471177
46027,5797848
46028,5766159
46029,5312554
46030,5565619
46031,4819752
46032,5002051
46033,5392434
46034,4826793
46035,4778752
46036,5268212
46037,4868376
46038,5634883
46039,5903092
46040,5015658
46041,4833091
46042,5872985
46043,5497550
46044,4977455
46045,5075804
46046,4837591
46047,5284661
46048,5910960
46049,4894068
46050,5102601
46051,4892567
46052,5955155
46053,5737559
46054,4975903
46055,5732360
46056,5508164
46057,5312023
46058,5789764
46059,5000740
46060,5470932
46061,5167220
46062,4288436
46063,5790543
46064,4963477
46065,5424362
46066,3914511
46067,4493893
46068,5855614
46069,5469495
46070,5737760
46071,5565562
46072,5731826
46073,5308811
46074,4409206
46075,5512163
46076,5587294
46077,5132203
46078,4730186
46079,5217447
46080,5552193
46081,5450530
46082,5382657
46083,4798598
46084,4769321
46085,5643961
46086,5235509
46087,4556606
46088,5499355
46089,4594377
46090,5252288
46091,5797931
46092,5935232
46093,5995958
46094,4732271
46095,5509130
46096,5650331
46097,5757801
46098,5471621
46099,5416548
46100,4466311
46101,5588827
46102,5742026
46103,4321337
46104,5972456
46105,5764895
46106,5139826
46107,5470382
46108,5193102
46109,5146574
46110,5656036
46111,5664005
46112,5700286
46113,4787028
46114,6001112
46115,4435180
46116,5897552
46117,5070013
46118,4210139
46119,5893935
46120,5614211
46121,4859645
46122,4165560
46123,5112300
46124,4609682
46125,5972105
46126,5139539
46127,5147826
46128,5191510
46129,5915066
46130,4894714
46131,4764330
46132,4070303
46133,4812409
46134,5786214
46135,5034452
46136,4491131
46137,4421952
46138,5373308
46139,5635373
46140,5615400
46141,5023252
46142,5289212
46143,5526506
46144,4650466
46145,4936869
46146,5584793
46147,4940659
46148,4018575
46149,5420019
46150,5195404
46151,5285571
46152,5367678
46153,5332638
46154,5652126
46155,5748147
46156,5452434
46157,4662107
46158,5272939
46159,5243495
46160,4372835
46161,5554966
46162,4450229
46163,5944795
46164,4742349
46165,5325531
46166,5528768
46167,4048089
46168,5584304
46169,5201757
46170,5414183
46171,4818738
46172,5848367
46173,4770853
46174,5789277
46175,4779081
46176,4665925
46177,4992802
46178,5887994
46179,4775710
46180,4411810
46181,5933653
46182,4958894
46183,4921728
46184,5427979
46185,4052201
46186,4517204
46187,5914297
46188,4029720
46189,5223771
46190,5034234
46191,5825826
46192,4381189
46193,4552709
46194,4032645
46195,5056059
46196,5800395
46197,5550910
46198,4278435
46199,5230882
46200,5559548
46201,5079958
46202,4853810
46203,5352217
46204,4973303
46205,5939467
46206,5475631
46207,5923845
46208,4236078
46209,5640805
46210,5172134
46211,5966588
46212,4314956
46213,5407420
46214,5275597
46215,4918440
46216,5567344
46217,5008167
46218,5236618
46219,5157778
46220,5727361
46221,5021241
46222,5229012
46223,5399902
46224,4985401
46225,4526170
46226,5946344
46227,5378286
46228,5600823
46229,5416827
46230,5969642
46231,3958059
46232,5479639
46233,5132484
46234,4496616
46235,5878193
46236,5182056
46237,5249275
46238,4944298
46239,5779625
